1,15,0
2,3,0
3,31,0
4,34,1
5,34,1
6,35,1
7,7,1
8,8,1
9,3,2
10,43,2
11,56,2
12,23,2
13,9,3
14,8,3
15,49,3
16,29,4
17,18,4
18,1,5
19,30,5
20,38,5
21,56,6
22,30,6
23,56,6
24,7,6
25,4,6
26,49,7
27,38,7
28,21,7
29,15,8
30,13,8
31,49,8
32,6,8
33,3,8
34,31,9
35,47,9
36,31,10
37,9,10
38,8,10
39,4,10
40,8,10
41,22,11
42,20,11
43,53,12
44,27,12
45,2,13
46,11,13
47,48,13
48,25,13
49,5,14
50,8,14
51,36,14
52,20,15
53,1,16
54,44,16
55,47,16
56,48,16
57,21,16
58,56,17
59,7,17
60,30,17
61,23,18
62,11,18
63,48,18
64,21,18
65,24,19
66,38,19
67,52,19
68,34,19
69,32,20
70,15,20
71,42,20
72,14,20
73,47,20
74,40,21
75,25,21
76,56,21
77,37,22
78,53,22
79,17,22
80,56,23
81,15,23
82,50,23
83,15,24
84,16,24
85,39,24
86,38,25
87,48,25
88,53,25
89,27,25
90,47,26
91,56,26
92,12,27
93,27,27
94,8,27
95,25,27
96,37,27
97,16,28
98,27,28
99,25,29
100,4,29
101,56,29
102,52,29
103,30,30
104,11,30
105,53,30
106,8,30
107,56,31
108,50,31
109,8,31
110,30,31
111,40,31
112,48,32
113,50,32
114,50,32
115,16,33
116,3,33
117,8,33
118,31,33
119,53,33
120,42,34
121,16,34
122,50,34
123,29,34
124,47,34
125,27,35
126,32,35
127,50,35
128,3,35
129,16,36
130,56,36
131,22,36
132,39,37
133,24,37
134,15,38
135,52,38
136,24,38
137,8,39
138,25,39
139,53,39
140,50,39
141,48,40
142,1,40
143,25,41
144,30,41
145,15,41
146,38,41
147,28,42
148,21,42
149,17,42
150,37,42
151,56,42
152,12,43
153,31,43
154,21,43
155,36,43
156,10,44
157,27,44
158,49,45
159,28,45
160,53,45
161,53,45
162,53,45
163,37,46
164,36,46
165,15,46
166,36,46
167,30,47
168,23,47
169,21,47
170,53,48
171,16,48
172,7,48
173,40,49
174,1,49
175,1,49
176,25,50
177,22,50
178,20,51
179,40,51
180,47,51
181,3,52
182,21,52
183,37,52
184,17,52
185,50,52
186,1,53
187,53,53
188,33,53
189,35,53
190,3,53
191,35,54
192,17,54
193,42,54
194,7,54
195,54,55
196,57,55
